1, ocean, minecraft:ocean, MONSTER, minecraft:spider, 30, 1, 2
58, plains, minecraft:plains, CREATURE, minecraft:cow, 18, 2, 3
59, plains, minecraft:plains, CREATURE, minecraft:horse, 25, 2, 3
60, plains, minecraft:plains, CREATURE, minecraft:donkey, 5, 1, 3
61, plains, minecraft:plains, CREATURE, exoticbirds:hummingbird, 18, 2, 3
62, plains, minecraft:plains, CREATURE, exoticbirds:peafowl, 6, 2, 3
63, plains, minecraft:plains, CREATURE, exoticbirds:cassowary, 5, 2, 3
64, plains, minecraft:plains, CREATURE, exoticbirds:pigeon, 12, 2, 3
65, plains, minecraft:plains, CREATURE, totalcreaturesfarm_1_16_5:tc_vaca_nelore, 20, 2, 3
66, plains, minecraft:plains, CREATURE, totalcreaturesfarm_1_16_5:tc_vaca_holandesa, 20, 2, 3
67, plains, minecraft:plains, CREATURE, totalcreaturesfarm_1_16_5:tc_touro_nelore, 20, 2, 3
68, plains, minecraft:plains, CREATURE, totalcreaturesfarm_1_16_5:tc_touro_holandes, 20, 2, 3
69, plains, minecraft:plains, CREATURE, totalcreaturesfarm_1_16_5:tc_porco_large_white, 10, 1, 1
70, plains, minecraft:plains, CREATURE, totalcreaturesfarm_1_16_5:tc_porca_large_white, 20, 1, 3
71, plains, minecraft:plains, CREATURE, totalcreaturesfarm_1_16_5:tc_galinha_pedres, 20, 1, 3
72, plains, minecraft:plains, CREATURE, totalcreaturesfarm_1_16_5:tc_galinha_leghorn, 20, 1, 3
73, plains, minecraft:plains, CREATURE, totalcreaturesfarm_1_16_5:tc_galinha_espanhola, 20, 1, 3
74, plains, minecraft:plains, CREATURE, totalcreaturesfarm_1_16_5:tc_galinha_da_angola, 20, 1, 3
75, plains, minecraft:plains, CREATURE, totalcreaturesfarm_1_16_5:tc_bezerro_nelore, 10, 1, 1
76, plains, minecraft:plains, CREATURE, totalcreaturesfarm_1_16_5:tc_bezerro_holandes, 10, 1, 1
77, plains, minecraft:plains, CREATURE, alexsmobs:raccoon, 10, 2, 4
78, plains, minecraft:plains, CREATURE, alexsmobs:crow, 10, 2, 2
79, plains, minecraft:plains, CREATURE, alexsmobs:raccoon, 10, 2, 4
80, plains, minecraft:plains, CREATURE, alexsmobs:crow, 10, 2, 2
81, plains, minecraft:plains, CREATURE, monsters_and_girls:ink_cap, 10, 1, 2
82, plains, minecraft:plains, CREATURE, untitledduckmod:duck, 22, 1, 2
83, plains, minecraft:plains, CREATURE, untitledduckmod:goose, 22, 1, 2
84, plains, minecraft:plains, AMBIENT, minecraft:bat, 10, 1, 2
85, plains, minecraft:plains, AMBIENT, alexsmobs:fly, 5, 2, 3
86, plains, minecraft:plains, AMBIENT, alexsmobs:cockroach, 5, 1, 3
87, plains, minecraft:plains, AMBIENT, alexsmobs:fly, 5, 2, 3
88, plains, minecraft:plains, AMBIENT, alexsmobs:cockroach, 5, 1, 3
89, plains, minecraft:plains, AMBIENT, terraincognita:butterfly, 28, 2, 3
90, plains, minecraft:plains, WATER_AMBIENT, aquaculture:muskellunge, 5, 1, 1
91, plains, minecraft:plains, WATER_AMBIENT, aquaculture:carp, 10, 1, 2
92, plains, minecraft:plains, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 2
93, plains, minecraft:plains, WATER_AMBIENT, aquaculture:perch, 30, 1, 2
94, plains, minecraft:plains, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 2
95, plains, minecraft:plains, WATER_AMBIENT, aquaculture:minnow, 18, 1, 2
96, plains, minecraft:plains, WATER_AMBIENT, aquaculture:bluegill, 30, 1, 2
97, plains, minecraft:plains, WATER_AMBIENT, aquaculture:catfish, 5, 1, 1
98, plains, minecraft:plains, WATER_AMBIENT, aquaculture:gar, 6, 1, 2
99, desert, minecraft:desert, MONSTER, minecraft:spider, 30, 1, 2
100, desert, minecraft:desert, MONSTER, minecraft:zombie, 19, 2, 3
101, desert, minecraft:desert, MONSTER, minecraft:zombie_villager, 5, 1, 1
102, desert, minecraft:desert, MONSTER, minecraft:skeleton, 30, 1, 2
103, desert, minecraft:desert, MONSTER, minecraft:creeper, 30, 1, 2
104, desert, minecraft:desert, MONSTER, minecraft:slime, 30, 1, 2
105, desert, minecraft:desert, MONSTER, minecraft:enderman, 10, 1, 2
106, desert, minecraft:desert, MONSTER, minecraft:witch, 5, 1, 1
107, desert, minecraft:desert, MONSTER, minecraft:husk, 30, 1, 2
108, desert, minecraft:desert, MONSTER, geode:redstonegeode, 20, 1, 1
109, desert, minecraft:desert, MONSTER, geode:quartzgeode, 20, 1, 1
110, desert, minecraft:desert, MONSTER, geode:lapisgeode, 20, 1, 1
111, desert, minecraft:desert, MONSTER, geode:irongeode, 20, 1, 1
112, desert, minecraft:desert, MONSTER, geode:goldgeode, 20, 1, 1
113, desert, minecraft:desert, MONSTER, geode:glowstonegeode, 20, 1, 1
114, desert, minecraft:desert, MONSTER, geode:emeraldgeode, 20, 1, 1
115, desert, minecraft:desert, MONSTER, geode:diamondgeode, 25, 1, 1
116, desert, minecraft:desert, MONSTER, geode:coalgeode, 20, 1, 1
117, desert, minecraft:desert, MONSTER, alexsmobs:centipede_head, 8, 1, 1
118, desert, minecraft:desert, MONSTER, alexsmobs:guster, 30, 1, 2
119, desert, minecraft:desert, MONSTER, alexsmobs:centipede_head, 8, 1, 1
120, desert, minecraft:desert, MONSTER, alexsmobs:guster, 30, 1, 2
121, desert, minecraft:desert, MONSTER, dungeonsmod:anthermite, 5, 2, 3
122, desert, minecraft:desert, MONSTER, dungeonsmod:crow, 5, 1, 1
123, desert, minecraft:desert, MONSTER, touhou_little_maid:fairy, 30, 1, 2
124, desert, minecraft:desert, CREATURE, minecraft:rabbit, 15, 2, 3
125, desert, minecraft:desert, CREATURE, exoticbirds:roadrunner, 10, 1, 2
126, desert, minecraft:desert, CREATURE, exoticbirds:ostrich, 5, 2, 3
127, desert, minecraft:desert, CREATURE, alexsmobs:roadrunner, 9, 2, 2
128, desert, minecraft:desert, CREATURE, alexsmobs:rattlesnake, 12, 1, 2
129, desert, minecraft:desert, CREATURE, alexsmobs:tarantula_hawk, 6, 1, 1
130, desert, minecraft:desert, CREATURE, alexsmobs:roadrunner, 9, 2, 2
131, desert, minecraft:desert, CREATURE, alexsmobs:rattlesnake, 12, 1, 2
132, desert, minecraft:desert, CREATURE, alexsmobs:tarantula_hawk, 6, 1, 1
133, desert, minecraft:desert, CREATURE, untitledduckmod:duck, 22, 1, 2
134, desert, minecraft:desert, CREATURE, untitledduckmod:goose, 22, 1, 2
135, desert, minecraft:desert, AMBIENT, minecraft:bat, 10, 1, 2
136, desert, minecraft:desert, AMBIENT, alexsmobs:fly, 5, 2, 3
137, desert, minecraft:desert, AMBIENT, alexsmobs:cockroach, 5, 1, 3
138, desert, minecraft:desert, AMBIENT, alexsmobs:fly, 5, 2, 3
139, desert, minecraft:desert, AMBIENT, alexsmobs:cockroach, 5, 1, 3
140, desert, minecraft:desert, WATER_AMBIENT, aquaculture:bayad, 6, 1, 2
141, desert, minecraft:desert, WATER_AMBIENT, aquaculture:synodontis, 30, 1, 2
142, desert, minecraft:desert, WATER_AMBIENT, aquaculture:capitaine, 5, 1, 1
143, desert, minecraft:desert, WATER_AMBIENT, aquaculture:boulti, 10, 1, 2
144, extreme_hills, minecraft:mountains, MONSTER, minecraft:spider, 30, 1, 2
145, extreme_hills, minecraft:mountains, MONSTER, minecraft:zombie, 30, 1, 2
146, extreme_hills, minecraft:mountains, MONSTER, minecraft:zombie_villager, 5, 1, 1
147, extreme_hills, minecraft:mountains, MONSTER, minecraft:skeleton, 30, 1, 2
148, extreme_hills, minecraft:mountains, MONSTER, minecraft:creeper, 30, 1, 2
149, extreme_hills, minecraft:mountains, MONSTER, minecraft:slime, 30, 1, 2
150, extreme_hills, minecraft:mountains, MONSTER, minecraft:enderman, 10, 1, 2
151, extreme_hills, minecraft:mountains, MONSTER, minecraft:witch, 5, 1, 1
152, extreme_hills, minecraft:mountains, MONSTER, geode:redstonegeode, 20, 1, 1
153, extreme_hills, minecraft:mountains, MONSTER, geode:quartzgeode, 20, 1, 1
154, extreme_hills, minecraft:mountains, MONSTER, geode:lapisgeode, 20, 1, 1
155, extreme_hills, minecraft:mountains, MONSTER, geode:irongeode, 20, 1, 1
156, extreme_hills, minecraft:mountains, MONSTER, geode:goldgeode, 20, 1, 1
157, extreme_hills, minecraft:mountains, MONSTER, geode:glowstonegeode, 20, 1, 1
158, extreme_hills, minecraft:mountains, MONSTER, geode:emeraldgeode, 20, 1, 1
159, extreme_hills, minecraft:mountains, MONSTER, geode:diamondgeode, 25, 1, 1
160, extreme_hills, minecraft:mountains, MONSTER, geode:coalgeode, 20, 1, 1
161, extreme_hills, minecraft:mountains, MONSTER, alexsmobs:centipede_head, 8, 1, 1
162, extreme_hills, minecraft:mountains, MONSTER, alexsmobs:centipede_head, 8, 1, 1
163, extreme_hills, minecraft:mountains, MONSTER, touhou_little_maid:fairy, 30, 1, 2
164, extreme_hills, minecraft:mountains, CREATURE, minecraft:sheep, 22, 2, 3
165, extreme_hills, minecraft:mountains, CREATURE, minecraft:pig, 20, 2, 3
166, extreme_hills, minecraft:mountains, CREATURE, minecraft:chicken, 20, 2, 3
167, extreme_hills, minecraft:mountains, CREATURE, minecraft:cow, 18, 2, 3
168, extreme_hills, minecraft:mountains, CREATURE, minecraft:llama, 5, 4, 6
169, extreme_hills, minecraft:mountains, CREATURE, alexsmobs:sunbird, 5, 1, 1
170, extreme_hills, minecraft:mountains, CREATURE, alexsmobs:sunbird, 5, 1, 1
171, extreme_hills, minecraft:mountains, CREATURE, untitledduckmod:duck, 22, 1, 2
172, extreme_hills, minecraft:mountains, CREATURE, untitledduckmod:goose, 22, 1, 2
173, extreme_hills, minecraft:mountains, AMBIENT, minecraft:bat, 10, 1, 2
174, extreme_hills, minecraft:mountains, AMBIENT, alexsmobs:fly, 5, 2, 3
175, extreme_hills, minecraft:mountains, AMBIENT, alexsmobs:cockroach, 5, 1, 3
176, extreme_hills, minecraft:mountains, AMBIENT, alexsmobs:fly, 5, 2, 3
177, extreme_hills, minecraft:mountains, AMBIENT, alexsmobs:cockroach, 5, 1, 3
178, extreme_hills, minecraft:mountains, WATER_AMBIENT, aquaculture:muskellunge, 5, 1, 1
179, extreme_hills, minecraft:mountains, WATER_AMBIENT, aquaculture:carp, 10, 1, 2
180, extreme_hills, minecraft:mountains, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 2
181, extreme_hills, minecraft:mountains, WATER_AMBIENT, aquaculture:perch, 30, 1, 2
182, extreme_hills, minecraft:mountains, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 2
183, extreme_hills, minecraft:mountains, WATER_AMBIENT, aquaculture:minnow, 18, 1, 2
184, extreme_hills, minecraft:mountains, WATER_AMBIENT, aquaculture:bluegill, 30, 1, 2
185, extreme_hills, minecraft:mountains, WATER_AMBIENT, aquaculture:catfish, 5, 1, 1
186, extreme_hills, minecraft:mountains, WATER_AMBIENT, aquaculture:gar, 6, 1, 2
187, forest, minecraft:forest, MONSTER, minecraft:spider, 30, 1, 2
188, forest, minecraft:forest, MONSTER, minecraft:zombie, 30, 1, 2
189, forest, minecraft:forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
190, forest, minecraft:forest, MONSTER, minecraft:skeleton, 30, 1, 2
191, forest, minecraft:forest, MONSTER, minecraft:creeper, 30, 1, 2
192, forest, minecraft:forest, MONSTER, minecraft:slime, 30, 1, 2
193, forest, minecraft:forest, MONSTER, minecraft:enderman, 10, 1, 2
194, forest, minecraft:forest, MONSTER, minecraft:witch, 5, 1, 1
195, forest, minecraft:forest, MONSTER, geode:redstonegeode, 20, 1, 1
196, forest, minecraft:forest, MONSTER, geode:quartzgeode, 20, 1, 1
197, forest, minecraft:forest, MONSTER, geode:lapisgeode, 20, 1, 1
198, forest, minecraft:forest, MONSTER, geode:irongeode, 20, 1, 1
199, forest, minecraft:forest, MONSTER, geode:goldgeode, 20, 1, 1
200, forest, minecraft:forest, MONSTER, geode:glowstonegeode, 20, 1, 1
201, forest, minecraft:forest, MONSTER, geode:emeraldgeode, 20, 1, 1
202, forest, minecraft:forest, MONSTER, geode:diamondgeode, 25, 1, 1
203, forest, minecraft:forest, MONSTER, geode:coalgeode, 20, 1, 1
204, forest, minecraft:forest, MONSTER, alexsmobs:centipede_head, 8, 1, 1
205, forest, minecraft:forest, MONSTER, alexsmobs:centipede_head, 8, 1, 1
206, forest, minecraft:forest, MONSTER, dungeonsmod:rogue, 5, 1, 1
207, forest, minecraft:forest, MONSTER, dungeonsmod:crow, 5, 1, 1
208, forest, minecraft:forest, MONSTER, touhou_little_maid:fairy, 30, 1, 2
209, forest, minecraft:forest, CREATURE, minecraft:sheep, 22, 2, 3
210, forest, minecraft:forest, CREATURE, minecraft:pig, 20, 2, 3
211, forest, minecraft:forest, CREATURE, minecraft:chicken, 20, 2, 3
212, forest, minecraft:forest, CREATURE, minecraft:cow, 18, 2, 3
213, forest, minecraft:forest, CREATURE, minecraft:wolf, 15, 2, 3
214, forest, minecraft:forest, CREATURE, exoticbirds:bluejay, 12, 2, 3
215, forest, minecraft:forest, CREATURE, exoticbirds:cardinal, 12, 2, 3
216, forest, minecraft:forest, CREATURE, exoticbirds:robin, 12, 2, 3
217, forest, minecraft:forest, CREATURE, exoticbirds:lyrebird, 8, 2, 3
218, forest, minecraft:forest, CREATURE, exoticbirds:hummingbird, 18, 2, 3
219, forest, minecraft:forest, CREATURE, exoticbirds:peafowl, 6, 2, 3
220, forest, minecraft:forest, CREATURE, exoticbirds:magpie, 12, 2, 3
221, forest, minecraft:forest, CREATURE, exoticbirds:cassowary, 5, 2, 3
222, forest, minecraft:forest, CREATURE, exoticbirds:kiwi, 8, 2, 3
223, forest, minecraft:forest, CREATURE, exoticbirds:pigeon, 12, 2, 3
224, forest, minecraft:forest, CREATURE, exoticbirds:woodpecker, 12, 2, 3
225, forest, minecraft:forest, CREATURE, totalcreaturesfarm_1_16_5:pombo, 20, 1, 3
226, forest, minecraft:forest, CREATURE, totalcreaturesfarm_1_16_5:tc_codorna, 20, 1, 3
227, forest, minecraft:forest, CREATURE, alexsmobs:grizzly_bear, 8, 2, 3
228, forest, minecraft:forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
229, forest, minecraft:forest, CREATURE, alexsmobs:crow, 10, 2, 2
230, forest, minecraft:forest, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
231, forest, minecraft:forest, CREATURE, alexsmobs:grizzly_bear, 8, 2, 3
232, forest, minecraft:forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
233, forest, minecraft:forest, CREATURE, alexsmobs:crow, 10, 2, 2
234, forest, minecraft:forest, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
235, forest, minecraft:forest, CREATURE, monsters_and_girls:red_mushrom_gal, 20, 1, 4
236, forest, minecraft:forest, CREATURE, monsters_and_girls:ink_cap, 10, 1, 2
237, forest, minecraft:forest, CREATURE, monsters_and_girls:green_mandrake, 10, 1, 2
238, forest, minecraft:forest, CREATURE, monsters_and_girls:fly_alexgaric, 5, 1, 2
239, forest, minecraft:forest, CREATURE, monsters_and_girls:brown_mushroom_gal, 20, 1, 4
240, forest, minecraft:forest, CREATURE, monsters_and_girls:brown_mandragora, 15, 1, 3
241, forest, minecraft:forest, CREATURE, untitledduckmod:duck, 22, 1, 2
242, forest, minecraft:forest, CREATURE, untitledduckmod:goose, 22, 1, 2
243, forest, minecraft:forest, AMBIENT, minecraft:bat, 10, 1, 2
244, forest, minecraft:forest, AMBIENT, alexsmobs:fly, 5, 2, 3
245, forest, minecraft:forest, AMBIENT, alexsmobs:cockroach, 5, 1, 3
246, forest, minecraft:forest, AMBIENT, alexsmobs:fly, 5, 2, 3
247, forest, minecraft:forest, AMBIENT, alexsmobs:cockroach, 5, 1, 3
248, forest, minecraft:forest, AMBIENT, terraincognita:butterfly, 28, 2, 3
249, forest, minecraft:forest, WATER_AMBIENT, aquaculture:muskellunge, 5, 1, 1
250, forest, minecraft:forest, WATER_AMBIENT, aquaculture:carp, 10, 1, 2
251, forest, minecraft:forest, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 2
252, forest, minecraft:forest, WATER_AMBIENT, aquaculture:perch, 30, 1, 2
253, forest, minecraft:forest, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 2
254, forest, minecraft:forest, WATER_AMBIENT, aquaculture:minnow, 18, 1, 2
255, forest, minecraft:forest, WATER_AMBIENT, aquaculture:bluegill, 30, 1, 2
256, forest, minecraft:forest, WATER_AMBIENT, aquaculture:catfish, 5, 1, 1
257, forest, minecraft:forest, WATER_AMBIENT, aquaculture:gar, 6, 1, 2
258, taiga, minecraft:taiga, MONSTER, minecraft:spider, 30, 1, 2
259, taiga, minecraft:taiga, MONSTER, minecraft:zombie, 30, 1, 2
260, taiga, minecraft:taiga, MONSTER, minecraft:zombie_villager, 5, 1, 1
261, taiga, minecraft:taiga, MONSTER, minecraft:skeleton, 30, 1, 2
262, taiga, minecraft:taiga, MONSTER, minecraft:creeper, 30, 1, 2
263, taiga, minecraft:taiga, MONSTER, minecraft:slime, 30, 1, 2
264, taiga, minecraft:taiga, MONSTER, minecraft:enderman, 10, 1, 2
265, taiga, minecraft:taiga, MONSTER, minecraft:witch, 5, 1, 1
266, taiga, minecraft:taiga, MONSTER, geode:redstonegeode, 20, 1, 1
267, taiga, minecraft:taiga, MONSTER, geode:quartzgeode, 20, 1, 1
268, taiga, minecraft:taiga, MONSTER, geode:lapisgeode, 20, 1, 1
269, taiga, minecraft:taiga, MONSTER, geode:irongeode, 20, 1, 1
270, taiga, minecraft:taiga, MONSTER, geode:goldgeode, 20, 1, 1
271, taiga, minecraft:taiga, MONSTER, geode:glowstonegeode, 20, 1, 1
272, taiga, minecraft:taiga, MONSTER, geode:emeraldgeode, 20, 1, 1
273, taiga, minecraft:taiga, MONSTER, geode:diamondgeode, 25, 1, 1
274, taiga, minecraft:taiga, MONSTER, geode:coalgeode, 20, 1, 1
275, taiga, minecraft:taiga, MONSTER, alexsmobs:centipede_head, 8, 1, 1
276, taiga, minecraft:taiga, MONSTER, alexsmobs:centipede_head, 8, 1, 1
277, taiga, minecraft:taiga, MONSTER, dungeonsmod:notehead, 5, 1, 1
278, taiga, minecraft:taiga, MONSTER, dungeonsmod:whirlwind, 5, 1, 1
279, taiga, minecraft:taiga, MONSTER, dungeonsmod:pice, 5, 1, 1
280, taiga, minecraft:taiga, MONSTER, touhou_little_maid:fairy, 30, 1, 2
281, taiga, minecraft:taiga, CREATURE, minecraft:sheep, 22, 2, 3
282, taiga, minecraft:taiga, CREATURE, minecraft:pig, 20, 2, 3
283, taiga, minecraft:taiga, CREATURE, minecraft:chicken, 20, 2, 3
284, taiga, minecraft:taiga, CREATURE, minecraft:cow, 18, 2, 3
285, taiga, minecraft:taiga, CREATURE, minecraft:wolf, 18, 2, 3
286, taiga, minecraft:taiga, CREATURE, minecraft:rabbit, 15, 2, 3
287, taiga, minecraft:taiga, CREATURE, minecraft:fox, 18, 2, 4
288, taiga, minecraft:taiga, CREATURE, exoticbirds:robin, 12, 2, 3
289, taiga, minecraft:taiga, CREATURE, exoticbirds:owl, 6, 2, 3
290, taiga, minecraft:taiga, CREATURE, exoticbirds:woodpecker, 12, 2, 3
291, taiga, minecraft:taiga, CREATURE, totalcreaturesfarm_1_16_5:tc_ganso, 20, 1, 3
292, taiga, minecraft:taiga, CREATURE, alexsmobs:grizzly_bear, 8, 2, 3
293, taiga, minecraft:taiga, CREATURE, alexsmobs:raccoon, 10, 2, 4
294, taiga, minecraft:taiga, CREATURE, alexsmobs:crow, 10, 2, 2
295, taiga, minecraft:taiga, CREATURE, alexsmobs:grizzly_bear, 8, 2, 3
296, taiga, minecraft:taiga, CREATURE, alexsmobs:raccoon, 10, 2, 4
297, taiga, minecraft:taiga, CREATURE, alexsmobs:crow, 10, 2, 2
298, taiga, minecraft:taiga, CREATURE, monsters_and_girls:red_mushrom_gal, 20, 1, 4
299, taiga, minecraft:taiga, CREATURE, monsters_and_girls:ink_cap, 10, 1, 2
300, taiga, minecraft:taiga, CREATURE, monsters_and_girls:fly_alexgaric, 5, 1, 2
301, taiga, minecraft:taiga, CREATURE, monsters_and_girls:brown_mushroom_gal, 20, 1, 4
302, taiga, minecraft:taiga, CREATURE, untitledduckmod:duck, 22, 1, 2
303, taiga, minecraft:taiga, CREATURE, untitledduckmod:goose, 22, 1, 2
304, taiga, minecraft:taiga, AMBIENT, minecraft:bat, 10, 1, 2
305, taiga, minecraft:taiga, AMBIENT, alexsmobs:fly, 5, 2, 3
306, taiga, minecraft:taiga, AMBIENT, alexsmobs:cockroach, 5, 1, 3
307, taiga, minecraft:taiga, AMBIENT, alexsmobs:fly, 5, 2, 3
308, taiga, minecraft:taiga, AMBIENT, alexsmobs:cockroach, 5, 1, 3
309, taiga, minecraft:taiga, WATER_AMBIENT, aquaculture:muskellunge, 5, 1, 1
310, taiga, minecraft:taiga, WATER_AMBIENT, aquaculture:carp, 10, 1, 2
311, taiga, minecraft:taiga, WATER_AMBIENT, aquaculture:brown_trout, 10, 1, 2
312, taiga, minecraft:taiga, WATER_AMBIENT, aquaculture:perch, 30, 1, 2
313, taiga, minecraft:taiga, WATER_AMBIENT, aquaculture:smallmouth_bass, 10, 1, 2
314, taiga, minecraft:taiga, WATER_AMBIENT, aquaculture:minnow, 18, 1, 2
315, taiga, minecraft:taiga, WATER_AMBIENT, aquaculture:bluegill, 30, 1, 2
316, taiga, minecraft:taiga, WATER_AMBIENT, aquaculture:catfish, 5, 1, 1
317, taiga, minecraft:taiga, WATER_AMBIENT, aquaculture:gar, 6, 1, 2
318, swamp, minecraft:swamp, MONSTER, minecraft:spider, 30, 1, 2
319, swamp, minecraft:swamp, MONSTER, minecraft:zombie, 30, 1, 2
320, swamp, minecraft:swamp, MONSTER, minecraft:zombie_villager, 5, 1, 1
321, swamp, minecraft:swamp, MONSTER, minecraft:skeleton, 30, 1, 2
322, swamp, minecraft:swamp, MONSTER, minecraft:creeper, 30, 1, 2
323, swamp, minecraft:swamp, MONSTER, minecraft:slime, 30, 1, 2
324, swamp, minecraft:swamp, MONSTER, minecraft:enderman, 10, 1, 2
325, swamp, minecraft:swamp, MONSTER, minecraft:witch, 5, 1, 1
326, swamp, minecraft:swamp, MONSTER, minecraft:slime, 5, 1, 1
327, swamp, minecraft:swamp, MONSTER, geode:redstonegeode, 20, 1, 1
328, swamp, minecraft:swamp, MONSTER, geode:quartzgeode, 20, 1, 1
329, swamp, minecraft:swamp, MONSTER, geode:lapisgeode, 20, 1, 1
330, swamp, minecraft:swamp, MONSTER, geode:irongeode, 20, 1, 1
331, swamp, minecraft:swamp, MONSTER, geode:goldgeode, 20, 1, 1
332, swamp, minecraft:swamp, MONSTER, geode:glowstonegeode, 20, 1, 1
333, swamp, minecraft:swamp, MONSTER, geode:emeraldgeode, 20, 1, 1
334, swamp, minecraft:swamp, MONSTER, geode:diamondgeode, 25, 1, 1
335, swamp, minecraft:swamp, MONSTER, geode:coalgeode, 20, 1, 1
